,party,result,council,region
730,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",9.38,Дніпропетровська міська рада,Дніпропетровська обл.
731,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.81,Дніпропетровська міська рада,Дніпропетровська обл.
732,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Вугледарська міська рада,Донецька обл.
733,Ліберальна партія України,3.85,Вугледарська міська рада,Донецька обл.
734,"Партія ""Відродження""",11.54,Вільногірська міська рада,Дніпропетровська обл.
735,Радикальна партія Олега Ляшка,11.54,Вільногірська міська рада,Дніпропетровська обл.
736,"Політична партія ""Сила людей""",7.69,Вільногірська міська рада,Дніпропетровська обл.
737,"Політична партія ""Партія місцевого самоврядування""",7.69,Вільногірська міська рада,Дніпропетровська обл.
738,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",7.69,Вільногірська міська рада,Дніпропетровська обл.
739,"політична партія Всеукраїнське об’єднання ""Батьківщина""",30.77,Новодністровська міська рада,Чернівецька обл.
740,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Новодністровська міська рада,Чернівецька обл.
741,Українська Народна Партія,7.69,Новодністровська міська рада,Чернівецька обл.
742,"політична партія Всеукраїнське об’єднання ""Свобода""",23.81,Хмельницька міська рада,Хмельницька обл.
743,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Старокостянтинівська міська рада,Хмельницька обл.
744,"Політична партія ""Наш край""",28.57,Чернігівська міська рада,Чернігівська обл.
745,Партія Вільних демократів,19.05,Черкаська міська рада,Черкаська обл.
746,"Політична партія ""Нова держава""",7.69,Новодністровська міська рада,Чернівецька обл.
747,"Політична партія ""Сила людей""",7.69,Новодністровська міська рада,Чернівецька обл.
748,"Політична партія ""Рідне місто""",23.81,Чернівецька міська рада,Чернівецька обл.
749,"Політична партія ""Об’єднання ""САМОПОМІЧ""",21.43,Хмельницька міська рада,Хмельницька обл.
750,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Хмельницька міська рада,Хмельницька обл.
751,"Політична партія ""Сила людей""",14.71,Старокостянтинівська міська рада,Хмельницька обл.
752,"політична партія Всеукраїнське об’єднання ""Свобода""",11.76,Старокостянтинівська міська рада,Хмельницька обл.
753,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Старокостянтинівська міська рада,Хмельницька обл.
754,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",21.43,Чернігівська міська рада,Чернігівська обл.
755,"політична партія Всеукраїнське об’єднання ""Батьківщина""",16.67,Чернігівська міська рада,Чернігівська обл.
756,"Політична партія ""Об’єднання ""САМОПОМІЧ""",11.9,Чернігівська міська рада,Чернігівська обл.
757,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.29,Черкаська міська рада,Черкаська обл.
758,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.29,Черкаська міська рада,Черкаська обл.
759,"Політична партія ""Об’єднання ""САМОПОМІЧ""",11.9,Черкаська міська рада,Черкаська обл.
760,Аграрна партія України,7.69,Новодністровська міська рада,Чернівецька обл.
761,"Політична партія ""Громадянська позиція""",7.69,Новодністровська міська рада,Чернівецька обл.
762,"Політична партія ""АВТО-МАЙДАН""",7.69,Новодністровська міська рада,Чернівецька обл.
763,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",21.43,Чернівецька міська рада,Чернівецька обл.
764,"політична партія Всеукраїнське об’єднання ""Батьківщина""",16.67,Чернівецька міська рада,Чернівецька обл.
765,"Політична партія ""Об’єднання ""САМОПОМІЧ""",14.29,Чернівецька міська рада,Чернівецька обл.
766,"Політична партія ""Наш край""",23.08,Новгород-Сіверська міська рада,Чернігівська обл.
767,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",14.29,Хмельницька міська рада,Хмельницька обл.
768,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.29,Хмельницька міська рада,Хмельницька обл.
769,"політична партія Всеукраїнське об’єднання ""Свобода""",20.59,Шепетівська міська рада,Хмельницька обл.
770,"Партія ""Відродження""",8.82,Старокостянтинівська міська рада,Хмельницька обл.
771,"Політична Партія ""Опозиційний блок""",7.14,Чернігівська міська рада,Чернігівська обл.
772,"політична партія Всеукраїнське об’єднання ""Свобода""",11.9,Черкаська міська рада,Черкаська обл.
773,"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",11.9,Черкаська міська рада,Черкаська обл.
774,"політична партія Всеукраїнське об’єднання ""Свобода""",11.9,Чернівецька міська рада,Чернівецька обл.
775,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",11.9,Чернівецька міська рада,Чернівецька обл.
776,"Політична Партія ""Опозиційний блок""",19.23,Новгород-Сіверська міська рада,Чернігівська обл.
777,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Новгород-Сіверська міська рада,Чернігівська обл.
778,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Новгород-Сіверська міська рада,Чернігівська обл.
779,"ПОЛІТИЧНА ПАРТІЯ ""ПОРУЧ""",9.52,Хмельницька міська рада,Хмельницька обл.
780,Аграрна партія України,20.59,Шепетівська міська рада,Хмельницька обл.
781,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Шепетівська міська рада,Хмельницька обл.
782,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Шепетівська міська рада,Хмельницька обл.
783,"Політична Партія ""Опозиційний блок""",8.82,Старокостянтинівська міська рада,Хмельницька обл.
784,Аграрна партія України,8.82,Старокостянтинівська міська рада,Хмельницька обл.
785,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",8.82,Старокостянтинівська міська рада,Хмельницька обл.
786,"політична партія Всеукраїнське об’єднання ""Батьківщина""",23.53,Славутська міська рада,Хмельницька обл.
787,політична партія ДемАльянс (Демократичний альянс),7.14,Чернігівська міська рада,Чернігівська обл.
788,Радикальна партія Олега Ляшка,7.14,Чернігівська міська рада,Чернігівська обл.
789,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",9.52,Черкаська міська рада,Черкаська обл.
790,Радикальна партія Олега Ляшка,7.14,Черкаська міська рада,Черкаська обл.
791,"Політична партія ""Воля""",29.41,Нетішинська міська рада,Хмельницька обл.
792,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.22,Кам'янець-Подільська міська рада,Хмельницька обл.
793,"Політична партія ""Партія місцевого самоврядування""",22.22,Новокаховська міська рада,Херсонська обл.
794,"Політична Партія ""Опозиційний блок""",23.53,Каховська міська рада,Херсонська обл.
795,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",20.37,Херсонська міська рада,Херсонська обл.
796,Радикальна партія Олега Ляшка,15.38,Новгород-Сіверська міська рада,Чернігівська обл.
797,Аграрна партія України,7.69,Новгород-Сіверська міська рада,Чернігівська обл.
798,"політична партія Всеукраїнське об’єднання ""Батьківщина""",30.77,Голопристанська міська рада,Херсонська обл.
799,"Партія ""Відродження""",33.33,Уманська міська рада,Черкаська обл.
800,Радикальна партія Олега Ляшка,8.82,Шепетівська міська рада,Хмельницька обл.
801,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",8.82,Шепетівська міська рада,Хмельницька обл.
802,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Старокостянтинівська міська рада,Хмельницька обл.
803,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Славутська міська рада,Хмельницька обл.
804,"Політична партія ""Об’єднання ""САМОПОМІЧ""",14.71,Славутська міська рада,Хмельницька обл.
805,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",11.76,Славутська міська рада,Хмельницька обл.
806,"політична партія Всеукраїнське об’єднання ""Свобода""",14.71,Нетішинська міська рада,Хмельницька обл.
807,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",14.71,Нетішинська міська рада,Хмельницька обл.
808,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Нетішинська міська рада,Хмельницька обл.
809,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Нетішинська міська рада,Хмельницька обл.
810,"політична партія Всеукраїнське об’єднання ""Свобода""",16.67,Кам'янець-Подільська міська рада,Хмельницька обл.
811,"політична партія Всеукраїнське об’єднання ""Батьківщина""",16.67,Кам'янець-Подільська міська рада,Хмельницька обл.
812,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Кам'янець-Подільська міська рада,Хмельницька обл.
813,"Політична Партія ""Опозиційний блок""",16.67,Новокаховська міська рада,Херсонська обл.
814,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Новокаховська міська рада,Херсонська обл.
815,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Новокаховська міська рада,Херсонська обл.
816,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.53,Каховська міська рада,Херсонська обл.
817,"Політична партія ""Об’єднання ""САМОПОМІЧ""",14.71,Каховська міська рада,Херсонська обл.
818,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Каховська міська рада,Херсонська обл.
819,Радикальна партія Олега Ляшка,8.82,Каховська міська рада,Херсонська обл.
820,"Політична партія ""Наш край""",16.67,Херсонська міська рада,Херсонська обл.
821,"Політична Партія ""Опозиційний блок""",16.67,Херсонська міська рада,Херсонська обл.
822,"Політична партія ""Об’єднання ""САМОПОМІЧ""",12.96,Херсонська міська рада,Херсонська обл.
823,"Політична партія ""Наш край""",19.23,Голопристанська міська рада,Херсонська обл.
824,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Голопристанська міська рада,Херсонська обл.
825,Радикальна партія Олега Ляшка,11.54,Голопристанська міська рада,Херсонська обл.
826,"Політична Партія ""Опозиційний блок""",11.54,Голопристанська міська рада,Херсонська обл.
827,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",25.0,Уманська міська рада,Черкаська обл.
828,"політична партія Всеукраїнське об’єднання ""Свобода""",11.11,Уманська міська рада,Черкаська обл.
829,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.82,Шепетівська міська рада,Хмельницька обл.
830,"ПОЛІТИЧНА ПАРТІЯ ""СИЛА ГРОМАД""",5.88,Шепетівська міська рада,Хмельницька обл.
831,"політична партія Всеукраїнське об’єднання ""Свобода""",11.76,Славутська міська рада,Хмельницька обл.
832,Радикальна партія Олега Ляшка,8.82,Славутська міська рада,Хмельницька обл.
833,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",5.88,Славутська міська рада,Хмельницька обл.
834,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",8.82,Нетішинська міська рада,Хмельницька обл.
835,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Нетішинська міська рада,Хмельницька обл.
836,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ"" ",8.33,Кам'янець-Подільська міська рада,Хмельницька обл.
837,"Політична партія ""Рідне місто""",8.33,Кам'янець-Подільська міська рада,Хмельницька обл.
838,Радикальна партія Олега Ляшка,8.33,Кам'янець-Подільська міська рада,Хмельницька обл.
839,"Політична партія ""Совість України""",11.11,Новокаховська міська рада,Херсонська обл.
840,"Політична партія ""Наш край""",8.33,Новокаховська міська рада,Херсонська обл.
841,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Новокаховська міська рада,Херсонська обл.
842,"Партія ""Відродження""",5.88,Каховська міська рада,Херсонська обл.
843,"Політична партія ""Союз Лівих Сил""",5.88,Каховська міська рада,Херсонська обл.
844,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Каховська міська рада,Херсонська обл.
845,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Херсонська міська рада,Херсонська обл.
846,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",9.26,Херсонська міська рада,Херсонська обл.
847,"політична партія Всеукраїнське об’єднання ""Свобода""",7.41,Херсонська міська рада,Херсонська обл.
848,"політична партія Всеукраїнське об’єднання ""Свобода""",7.69,Голопристанська міська рада,Херсонська обл.
849,"Українська партія ""Єдність""",47.06,Южноукраїнська міська рада,Миколаївська обл.
850,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",25.0,Первомайська міська рада,Миколаївська обл.
851,"Політична Партія ""Опозиційний блок""",19.23,Очаківська міська рада,Миколаївська обл.
852,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.33,Уманська міська рада,Черкаська обл.
853,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.33,Уманська міська рада,Черкаська обл.
854,"Політична партія ""Наш край""",8.33,Уманська міська рада,Черкаська обл.
855,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.56,Уманська міська рада,Черкаська обл.
856,"Політична Партія ""Опозиційний блок""",20.59,Вознесенська міська рада,Миколаївська обл.
857,"Політична Партія ""Опозиційний блок""",48.15,Миколаївська міська рада,Миколаївська обл.
858,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",2.94,Славутська міська рада,Хмельницька обл.
859,"політична партія Всеукраїнське об’єднання ""Свобода""",30.95,Тернопільська міська рада,Тернопільська обл.
860,"Партія ""Відродження""",5.56,Кам'янець-Подільська міська рада,Хмельницька обл.
861,Народна Партія,5.56,Кам'янець-Подільська міська рада,Хмельницька обл.
862,"Партія ""Відродження""",5.56,Новокаховська міська рада,Херсонська обл.
863,Радикальна партія Олега Ляшка,5.56,Херсонська міська рада,Херсонська обл.
864,"Політична Партія ""Опозиційний блок""",11.76,Южноукраїнська міська рада,Миколаївська обл.
865,"Політична партія ""Наш край""",11.76,Южноукраїнська міська рада,Миколаївська обл.
866,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Южноукраїнська міська рада,Миколаївська обл.
867,"Політична Партія ""Опозиційний блок""",19.44,Первомайська міська рада,Миколаївська обл.
868,"політична партія Всеукраїнське об’єднання ""Батьківщина""",19.44,Первомайська міська рада,Миколаївська обл.
869,"Політична партія ""Наш край""",16.67,Первомайська міська рада,Миколаївська обл.
870,"Політична партія ""Наш край""",19.23,Очаківська міська рада,Миколаївська обл.
871,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Очаківська міська рада,Миколаївська обл.
872,"Політична партія ""Нова держава""",15.38,Очаківська міська рада,Миколаївська обл.
873,"Партія ""Відродження""",11.54,Очаківська міська рада,Миколаївська обл.
874,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Очаківська міська рада,Миколаївська обл.
875,"Партія ""Відродження""",14.71,Вознесенська міська рада,Миколаївська обл.
876,"Політична партія ""Наш край""",14.71,Вознесенська міська рада,Миколаївська обл.
877,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Вознесенська міська рада,Миколаївська обл.
878,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Вознесенська міська рада,Миколаївська обл.
879,"Політична партія ""Об’єднання ""САМОПОМІЧ""",18.52,Миколаївська міська рада,Миколаївська обл.
880,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Миколаївська міська рада,Миколаївська обл.
881,"Політична партія ""Наш край""",16.67,Миколаївська міська рада,Миколаївська обл.
882,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Тернопільська міська рада,Тернопільська обл.
883,"Політична партія ""Об’єднання ""САМОПОМІЧ""",16.67,Тернопільська міська рада,Тернопільська обл.
884,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.52,Тернопільська міська рада,Тернопільська обл.
885,"Політична партія ""Громадянська позиція""",9.52,Тернопільська міська рада,Тернопільська обл.
886,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",9.52,Тернопільська міська рада,Тернопільська обл.
887,"Політична партія ""Сила людей""",29.41,Чортківська міська рада,Тернопільська обл.
888,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Кременецька міська рада,Тернопільська обл.
889,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Бережанська міська рада,Тернопільська обл.
890,"Політична партія ""Всеукраїнське об’єднання ""ЦЕНТР""",50.0,Чугуївська міська рада,Харківська обл.
891,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",35.29,Первомайська міська рада,Харківська обл.
892,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Южноукраїнська міська рада,Миколаївська обл.
893,"політична партія Всеукраїнське об’єднання ""Свобода""",5.88,Южноукраїнська міська рада,Миколаївська обл.
894,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Южноукраїнська міська рада,Миколаївська обл.
895,"Партія ""Відродження""",35.29,Люботинська міська рада,Харківська обл.
896,"Партія ""Відродження""",58.82,Куп'янська міська рада,Харківська обл.
897,"Партія ""Відродження""",8.33,Первомайська міська рада,Миколаївська обл.
898,"політична партія Всеукраїнське об’єднання ""Свобода""",5.56,Первомайська міська рада,Миколаївська обл.
899,"Політична партія ""Нова держава""",5.56,Первомайська міська рада,Миколаївська обл.
900,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",3.85,Очаківська міська рада,Миколаївська обл.
901,Радикальна партія Олега Ляшка,8.82,Вознесенська міська рада,Миколаївська обл.
902,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Вознесенська міська рада,Миколаївська обл.
903,"Політична партія ""Національна Демократична партія України""",5.88,Вознесенська міська рада,Миколаївська обл.
904,Радикальна партія Олега Ляшка,7.14,Тернопільська міська рада,Тернопільська обл.
905,"політична партія Всеукраїнське об’єднання ""Свобода""",20.59,Чортківська міська рада,Тернопільська обл.
906,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Чортківська міська рада,Тернопільська обл.
907,"Політична партія ""Об’єднання ""САМОПОМІЧ""",11.76,Чортківська міська рада,Тернопільська обл.
908,Радикальна партія Олега Ляшка,11.76,Чортківська міська рада,Тернопільська обл.
909,"політична партія Всеукраїнське об’єднання ""Свобода""",23.08,Кременецька міська рада,Тернопільська обл.
910,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",15.38,Кременецька міська рада,Тернопільська обл.
911,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Кременецька міська рада,Тернопільська обл.
912,"Політична партія ""ПАТРІОТ""",15.38,Кременецька міська рада,Тернопільська обл.
913,"Політична партія ""Громадянська позиція""",7.69,Кременецька міська рада,Тернопільська обл.
914,"політична партія Всеукраїнське об’єднання ""Свобода""",15.38,Бережанська міська рада,Тернопільська обл.
915,"Політична партія ""Об’єднання ""САМОПОМІЧ""",15.38,Бережанська міська рада,Тернопільська обл.
916,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",15.38,Бережанська міська рада,Тернопільська обл.
917,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Бережанська міська рада,Тернопільська обл.
918,Радикальна партія Олега Ляшка,7.69,Бережанська міська рада,Тернопільська обл.
919,"Політична партія ""Наш край""",20.59,Чугуївська міська рада,Харківська обл.
920,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Чугуївська міська рада,Харківська обл.
921,"Партія ""Відродження""",8.82,Чугуївська міська рада,Харківська обл.
922,"Політична партія ""Нова держава""",5.88,Чугуївська міська рада,Харківська обл.
923,"Партія ""Відродження""",20.59,Первомайська міська рада,Харківська обл.
924,"Політична партія ""Наш край""",17.65,Первомайська міська рада,Харківська обл.
925,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Первомайська міська рада,Харківська обл.
926,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",5.88,Первомайська міська рада,Харківська обл.
927,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",5.88,Первомайська міська рада,Харківська обл.
928,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Люботинська міська рада,Харківська обл.
929,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Люботинська міська рада,Харківська обл.
930,"Політична партія ""Сила людей""",11.76,Люботинська міська рада,Харківська обл.
931,"Політична партія ""Громадянська позиція""",5.88,Люботинська міська рада,Харківська обл.
932,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Люботинська міська рада,Харківська обл.
933,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Куп'янська міська рада,Харківська обл.
934,"Політична партія ""Наш край""",11.76,Куп'янська міська рада,Харківська обл.
935,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Куп'янська міська рада,Харківська обл.
936,"Партія ""Відродження""",29.41,Ізюмська міська рада,Харківська обл.
937,"Партія ""Відродження""",67.86,Харківська міська рада,Харківська обл.
938,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Чортківська міська рада,Тернопільська обл.
939,"Політична партія ""Громадянська позиція""",7.69,Бережанська міська рада,Тернопільська обл.
940,Партія ветеранів Афганістану,5.88,Куп'янська міська рада,Харківська обл.
941,"Політична партія ""Нові обличчя""",26.47,Ізюмська міська рада,Харківська обл.
942,"Політична партія ""Нова держава""",14.71,Ізюмська міська рада,Харківська обл.
943,"Політична партія ""Наш край""",8.82,Ізюмська міська рада,Харківська обл.
944,"Політична партія ""Об’єднання ""САМОПОМІЧ""",15.48,Харківська міська рада,Харківська обл.
945,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.33,Харківська міська рада,Харківська обл.
946,"Політична партія ""Наш край""",8.33,Харківська міська рада,Харківська обл.
947,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Смілянська міська рада,Черкаська обл.
948,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",20.59,Канівська міська рада,Черкаська обл.
949,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",38.24,Золотоніська міська рада,Черкаська обл.
950,Партія Пенсіонерів України,8.82,Ізюмська міська рада,Харківська обл.
951,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",5.88,Ізюмська міська рада,Харківська обл.
952,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Ізюмська міська рада,Харківська обл.
953,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Ватутінська міська рада,Черкаська обл.
954,"Партія ""Відродження""",25.0,Лозівська міська рада,Харківська обл.
955,"політична партія Всеукраїнське об’єднання ""Батьківщина""",20.59,Прилуцька міська рада,Чернігівська обл.
956,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",13.89,Смілянська міська рада,Черкаська обл.
957,"політична партія Всеукраїнське об’єднання ""Батьківщина""",13.89,Смілянська міська рада,Черкаська обл.
958,Радикальна партія Олега Ляшка,11.11,Смілянська міська рада,Черкаська обл.
959,Партія ветеранів Афганістану,14.71,Канівська міська рада,Черкаська обл.
960,"політична партія Всеукраїнське об’єднання ""Свобода""",14.71,Канівська міська рада,Черкаська обл.
961,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Канівська міська рада,Черкаська обл.
962,Радикальна партія Олега Ляшка,11.76,Канівська міська рада,Черкаська обл.
963,"Політична партія ""Європейська партія України""",14.71,Золотоніська міська рада,Черкаська обл.
964,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Золотоніська міська рада,Черкаська обл.
965,Радикальна партія Олега Ляшка,8.82,Золотоніська міська рада,Черкаська обл.
966,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Золотоніська міська рада,Черкаська обл.
967,"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",15.38,Ватутінська міська рада,Черкаська обл.
968,Партія ветеранів Афганістану,15.38,Ватутінська міська рада,Черкаська обл.
969,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Ватутінська міська рада,Черкаська обл.
970,"Українська партія честі, боротьби з корупцією та організованою злочинністю",11.54,Ватутінська міська рада,Черкаська обл.
971,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Лозівська міська рада,Харківська обл.
972,"політична партія Всеукраїнське об’єднання ""Батьківщина""",13.89,Лозівська міська рада,Харківська обл.
